Name,ObsID,RA_deg,Dec_deg,z,Class,Flux_0p5_4p5,Log_Lx,SCID,Bmag,Rmag,BR_color
XWAS J022609.3-033629,X21504_00014,36.539125000000006,-3.608277777777778,1.163,BLAGN,2.1,44.2,284730562100360,19.46,19.48,-0.019999999999999574
XWAS J022609.6-042438,X21565_00095,36.54020833333334,-4.410583333333333,2.724,BLAGN,1.5,45.01,284730562062549,20.57,20.83,-0.259999999999998
XWAS J022612.6-043402,X21565_00038,36.55270833333334,-4.567111111111111,2.305,BLAGN,1.2,44.73,284730562055272,20.7,20.26,0.4399999999999977
XWAS J022617.1-044724,X21516_00085,36.571625000000004,-4.790166666666667,0.14,NELG,0.8,41.62,284730562045108,17.91,18.81,-0.8999999999999986
XWAS J022617.4-050443,X21227_00026,36.57266666666667,-5.078833333333333,0.054,NELG,3.0,41.34,284730562031912,14.98,16.05,-1.0700000000000003
XWAS J022617.8-043108,X21565_00063,36.57450000000001,-4.5192499999999995,0.707,BLAGN,4.7,44.01,284730562057537,18.65,19.08,-0.4299999999999997
XWAS J022618.7-051724,X21227_00006,36.577708333333334,-5.290555555555556,0.583,NELG,2.0,43.45,566205538748357,20.55,,
XWAS J022619.7-044611,X21516_00097,36.58179166666667,-4.769111111111111,2.433,BLAGN,0.4,44.33,284730562046046,22.34,,
XWAS J022620.7-031724,X21504_00080,36.586375000000004,-3.29,0.694,BLAGN,5.3,44.04,284730562115470,19.19,20.17,-0.9800000000000004
XWAS J022620.7-045944,X21227_00032,36.587,-4.996416666666667,2.747,BLAGN,0.6,44.65,284730562035727,21.31,,
XWAS J022622.1-042221,X21565_00106,36.592375000000004,-4.3727222222222215,2.008,BLAGN,6.8,45.31,284730562064388,18.48,20.43,-1.9499999999999993
XWAS J022624.6-040458,XLSS_00077,36.60304166666667,-4.083083333333333,2.509,BLAGN,1.2,44.81,284730562078222,19.18,20.65,-1.4699999999999989
XWAS J022626.7-043654,X21516_00135,36.611125,-4.6155,3.278,NELG,1.0,45.05,284730562052964,21.17,22.35,-1.1799999999999997
XWAS J022629.2-043057,X21565_00064,36.62191666666667,-4.515916666666667,2.034,BLAGN,5.2,45.21,284730562057683,19.79,20.86,-1.0700000000000003
XWAS J022631.7-045126,X21516_00057,36.632625000000004,-4.857666666666666,2.656,BLAGN,0.9,44.76,284730562042107,20.31,20.75,-0.4400000000000013
XWAS J022636.0-043429,X21565_00033,36.650375000000004,-4.574805555555555,2.793,BLAGN,0.6,44.62,284730562054861,19.07,21.18,-2.1099999999999994
XWAS J022639.8-042004,X21565_00118,36.666125,-4.334611111111111,1.567,BLAGN,1.5,44.38,284730562066432,21.3,,
XWAS J022640.5-043906,X21565_00010,36.66920833333334,-4.651583333333334,1.635,BLAGN,2.1,44.56,284730562051235,20.38,,
XWAS J022640.9-043004,X21565_00068,36.67079166666667,-4.501194444444445,2.558,BLAGN,0.5,44.49,284730562058404,20.65,21.26,-0.610000000000003
XWAS J022643.6-043317,X21565_00044,36.68195833333334,-4.555083333333333,0.308,NELG,1.0,42.51,284730562055866,18.43,19.55,-1.120000000000001
XWAS J022645.4-043615,X21565_00025,36.68950000000001,-4.604333333333333,3.295,BLAGN,1.3,45.17,284730562053517,18.85,21.01,-2.16
XWAS J022646.3-045155,X21516_00053,36.692708333333336,-4.8655,1.09,BLAGN,1.6,44.02,284730562041724,20.89,21.95,-1.0599999999999987
XWAS J022647.9-052242,XLSS_00081,36.699250000000006,-5.378805555555555,0.234,NELG,1.2,42.31,284730562019166,18.42,20.23,-1.8099999999999987
XWAS J022648.9-042746,X21565_00080,36.704166666666666,-4.463,0.327,BLAGN,3.7,43.12,284730562060125,18.95,19.85,-0.9000000000000021
XWAS J022651.7-045714,X21227_00035,36.71545833333334,-4.954194444444445,0.331,NELG,5.2,43.28,566205538763984,20.41,,
XWAS J022652.1-042120,X21565_00114,36.716166666666666,-4.35525,0.312,NELG,0.8,42.42,284730562065335,18.94,20.89,-1.9499999999999993
XWAS J022652.4-050619,X21227_00022,36.718875000000004,-5.105638888888889,1.615,BLAGN,5.7,44.99,284730562030655,18.66,19.66,-1.0
XWAS J022657.4-033334,X21504_00024,36.740166666666674,-3.559861111111111,1.319,BLAGN,1.2,44.09,284730562102735,19.69,22.26,-2.5700000000000003
XWAS J022700.7-042020,X21565_00116,36.75333333333334,-4.339166666666666,0.053,NELG,93.9,42.81,284730562066197,16.9,17.78,-0.8800000000000026
XWAS J022701.4-040751,XLSS_00085,36.756083333333336,-4.130888888888888,0.22,NELG,4.3,42.79,284730562075980,18.87,20.08,-1.2099999999999973
XWAS J022703.7-043410,X21565_00036,36.766333333333336,-4.570027777777778,0.068,Gal,0.5,40.74,284730562055116,15.67,16.91,-1.2400000000000002
XWAS J022708.5-050427,X21227_00028,36.785875000000004,-5.074305555555555,0.149,BLAGN,4.8,42.47,284730562032119,18.24,19.66,-1.4200000000000017
XWAS J022711.9-033352,XLSS_00088,36.79991666666667,-3.564694444444444,0.318,NELG,4.7,43.19,284730562102476,19.27,22.34,-3.0700000000000003
XWAS J022712.7-044222,XLSS_00089,36.803416666666664,-4.706138888888889,0.205,NELG,2.8,42.54,284730562048769,18.54,19.69,-1.1500000000000021
XWAS J022716.5-050008,X21227_00031,36.81891666666667,-5.002416666666667,1.642,BLAGN,6.6,45.07,284730562035432,20.15,20.65,-0.5
XWAS J022718.7-050902,X21228_00065,36.82816666666667,-5.150666666666667,0.332,NELG,2.6,42.98,284730562028837,19.4,21.66,-2.2600000000000016
XWAS J022726.2-052141,X21228_00007,36.858958333333334,-5.3613888888888885,0.784,BLAGN,3.5,43.99,284730562019831,20.88,21.41,-0.5300000000000011
XWAS J022732.2-032736,XLSS_00094,36.884708333333336,-3.460138888888889,1.779,BLAGN,9.0,45.3,284730562107357,17.95,18.27,-0.3200000000000003
XWAS J022735.2-051944,X21228_00014,36.896750000000004,-5.328861111111111,1.921,BLAGN,3.3,44.96,284730562021178,20.88,,
XWAS J022741.2-051238,X21228_00042,36.92183333333334,-5.210638888888889,1.05,BLAGN,2.4,44.14,284730562026217,18.91,19.99,-1.0799999999999983
XWAS J022745.8-051911,X21228_00015,36.940583333333336,-5.319861111111111,2.801,BLAGN,1.1,44.9,284730562021547,20.45,21.77,-1.3200000000000003
XWAS J022752.4-050128,X21228_00103,36.96900000000001,-5.0247222222222225,2.229,BLAGN,0.9,44.55,284730562034411,20.27,21.47,-1.1999999999999993
XWAS J022810.4-051443,X21228_00033,37.04291666666667,-5.245666666666667,2.203,BLAGN,1.0,44.59,284730562024743,21.9,,
XWAS J022821.6-050954,X21228_00060,37.09008333333333,-5.165583333333334,1.812,BLAGN,1.7,44.6,284730562028203,20.69,21.42,-0.7300000000000004
XWAS J022822.9-052146,X21228_00006,37.09558333333334,-5.3630555555555555,1.496,BLAGN,7.0,45.0,284730562019772,20.7,21.26,-0.5600000000000023
XWAS J022845.6-050234,X21228_00098,37.19020833333333,-5.042222222222222,0.259,NELG,14.9,43.49,284730562033554,18.38,20.22,-1.8399999999999999
XWAS J022851.4-051223,X21228_00044,37.214625,-5.2065,0.316,BLAGN,69.5,44.35,284730562026409,17.09,17.73,-0.6400000000000006
XWAS J023515.6-521609,X0320_081,38.81529166666667,-52.26916666666666,2.314,BLAGN,0.9,44.61,282325380266776,20.55,21.65,-1.0999999999999979
XWAS J023523.1-520903,X0320_108,38.84545833333334,-52.15147222222222,2.596,BLAGN,2.6,45.2,282325380274375,20.85,22.04,-1.1899999999999977
XWAS J023524.4-522205,X0320_047,38.85208333333334,-52.3685,1.583,BLAGN,2.2,44.56,282325380260365,18.86,19.94,-1.0800000000000018
XWAS J023556.6-521939,X0320_057,38.98587500000001,-52.32758333333334,1.908,BLAGN,2.9,44.88,282325380263011,18.38,19.8,-1.4200000000000017
XWAS J023610.3-521553,X0320_082,39.043416666666666,-52.264583333333334,0.103,NELG,6.9,42.28,282325380267089,18.46,19.72,-1.259999999999998
XWAS J023613.4-523036,X0320_010,39.056875000000005,-52.510305555555554,0.113,NELG,0.8,41.41,282136401995425,16.83,17.6,-0.7700000000000031
XWAS J023616.8-521710,X0320_077,39.07083333333333,-52.28633333333333,2.331,BLAGN,0.4,44.3,282325380265701,19.82,20.33,-0.509999999999998
XWAS J023618.6-520520,X0320_117,39.078208333333336,-52.08891666666667,2.28,BLAGN,2.2,44.97,282325380278427,19.33,19.59,-0.26000000000000156
XWAS J023623.5-523036,X0320_009,39.09825,-52.509861111111114,0.118,NELG,0.4,41.13,282136401995453,17.3,18.16,-0.8599999999999994
XWAS J023628.3-521526,X0320_085,39.11858333333333,-52.25725,1.238,BLAGN,2.5,44.33,282325380267604,19.79,21.56,-1.7699999999999996
XWAS J023630.2-522702,X0320_019,39.125875,-52.450500000000005,2.615,BLAGN,12.6,45.89,282325380255244,17.5,18.11,-0.6099999999999994
XWAS J023638.4-521445,X0320_087,39.160333333333334,-52.24630555555556,0.28,NELG,1.9,42.68,282325380268274,18.61,20.43,-1.8200000000000003
XWAS J023638.6-521403,X0320_091,39.161125,-52.23436111111111,0.413,BLAGN,3.3,43.29,282325380269048,20.07,20.7,-0.629999999999999
XWAS J023701.6-522347,X0320_037,39.25720833333333,-52.396499999999996,0.112,BLAGN,125.3,43.62,282325380258682,17.25,18.73,-1.4800000000000004
XWAS J023713.4-522734,X0320_018,39.30654166666667,-52.459500000000006,0.193,BLAGN,35.8,43.59,282136401998478,17.9,18.72,-0.8200000000000003
XWAS J023729.4-522556,X0320_023,39.37258333333333,-52.43222222222222,1.085,BLAGN,2.9,44.26,282136402000035,19.89,20.89,-1.0
XWAS J023808.6-521401,X2331_058,39.536,-52.23352777777778,0.504,BLAGN,7.6,43.86,282325380269094,19.38,19.68,-0.3000000000000007
XWAS J023813.2-521031,X2331_081,39.55520833333333,-52.17530555555555,0.419,NELG,1.0,42.78,282325380272891,19.03,21.0,-1.9699999999999989
XWAS J023817.4-520037,X2331_130,39.571749999999994,-52.009861111111114,0.315,Gal,3.0,42.98,282325380283435,18.4,20.96,-2.5600000000000023
XWAS J023825.3-521430,X2331_056,39.60733333333333,-52.2425,0.189,Gal,0.4,41.65,282325380268549,18.82,20.29,-1.4699999999999989
XWAS J023830.6-522216,X2331_018,39.628,-52.37094444444445,0.332,NELG,0.7,42.42,282136402003591,19.32,21.35,-2.030000000000001
XWAS J023850.5-521301,X2331_064,39.7095,-52.21716666666667,0.044,NELG,1.0,40.69,282325380270122,17.44,17.93,-0.48999999999999844
XWAS J023851.6-520956,X2331_086,39.71545833333334,-52.16588888888889,0.114,BLAGN,3.6,42.1,282325380273458,16.66,17.91,-1.25
XWAS J023853.3-521909,X2331_038,39.72266666666667,-52.31944444444445,0.647,BLAGN,11.1,44.29,282136402006656,19.31,19.93,-0.620000000000001
XWAS J033435.7-254254,X00321_046,53.64908333333333,-25.71527777777778,1.194,BLAGN,5.1,44.61,283545151041791,19.33,21.32,-1.990000000000002
XWAS J033445.5-253518,X00321_071,53.68995833333333,-25.58825,2.815,BLAGN,1.5,45.04,283545151047483,19.5,21.41,-1.9100000000000001
XWAS J033454.1-254153,X00321_053,53.725583333333326,-25.698138888888888,1.163,BLAGN,13.1,44.99,283545151042489,18.62,19.62,-1.0
XWAS J033506.0-255619,X00321_002,53.775083333333335,-25.93872222222222,1.424,BLAGN,15.2,45.28,283545151032358,17.56,18.65,-1.0899999999999999
XWAS J033508.5-254037,X00321_057,53.78575,-25.677305555555556,2.039,BLAGN,2.3,44.86,283545151043302,19.66,20.39,-0.7300000000000004
XWAS J033509.4-254922,X00321_018,53.789500000000004,-25.823055555555555,0.908,BLAGN,1.9,43.88,283545151037107,20.43,20.88,-0.4499999999999993
XWAS J033514.0-254619,X00321_029,53.808708333333335,-25.772166666666667,0.662,BLAGN,12.1,44.35,283545151039373,19.03,19.93,-0.8999999999999986
XWAS J033523.8-255102,X00321_015,53.849041666666665,-25.851194444444445,2.452,BLAGN,1.3,44.82,283545151035987,19.67,20.53,-0.8599999999999994
XWAS J033538.2-255013,X00321_016,53.90954166666667,-25.837444444444444,0.745,BLAGN,0.2,42.68,283545151036535,17.65,19.35,-1.7000000000000028
XWAS J033539.2-253940,X00321_062,53.91141666666667,-25.66125,0.133,NELG,0.5,41.38,283545151044017,18.31,19.87,-1.5600000000000023
XWAS J033546.5-254600,X00321_032,53.94383333333333,-25.76661111111111,1.68,BLAGN,1.2,44.36,283545151039618,19.4,20.64,-1.240000000000002
XWAS J033557.5+003418,X21252_219,53.98983333333334,0.57175,1.752,BLAGN,6.4,45.14,285056979563537,20.45,20.85,-0.40000000000000213
XWAS J033600.1+003552,X21252_089,54.000375,0.5980833333333334,2.003,BLAGN,1.4,44.63,285056979564636,20.42,21.59,-1.1699999999999982
XWAS J033600.5-253222,X00321_078,54.00208333333333,-25.5395,1.38,BLAGN,8.8,45.0,283545151049646,19.91,20.15,-0.23999999999999844
XWAS J033604.5+002928,X21252_042,54.01891666666666,0.491,0.429,BLAGN,7.1,43.67,285056979560474,19.66,20.78,-1.120000000000001
XWAS J033610.3+002906,X21252_038,54.043000000000006,0.48497222222222225,1.668,BLAGN,3.0,44.74,285056979560289,20.35,21.58,-1.2299999999999969
XWAS J033612.6+003749,X21252_101,54.052708333333335,0.6306944444444444,0.281,NELG,1.1,42.43,285056979566000,20.68,22.07,-1.3900000000000006
XWAS J033616.5+003923,X21252_109,54.06870833333333,0.6564444444444445,1.562,BLAGN,0.5,43.94,285056979566978,21.48,21.71,-0.23000000000000043
XWAS J033618.0+003232,X21252_064,54.07533333333333,0.5423611111111111,0.208,NELG,2.5,42.5,285056979562338,18.86,20.55,-1.6900000000000013
XWAS J033620.6+004500,X21252_133,54.085375000000006,0.7501944444444445,0.295,Gal,1.0,42.44,285056979570343,18.93,20.49,-1.5599999999999987
XWAS J033621.1+002920,X21252_168,54.088,0.48875,0.818,BLAGN,3.2,44.0,285056979560405,21.67,,
XWAS J033626.3+003510,X21252_227,54.11,0.5863611111111111,0.128,NELG,0.4,41.23,285056979564201,17.5,18.09,-0.5899999999999999
XWAS J033626.5+003829,X21252_262,54.110875,0.6416388888888889,1.307,BLAGN,2.3,44.36,285056979566417,21.21,21.28,-0.07000000000000028
XWAS J033627.4+004653,X21252_137,54.11429166666667,0.7815833333333334,1.739,BLAGN,1.5,44.5,285056979571517,20.86,,
XWAS J033639.8+002441,X21252_014,54.16620833333334,0.41150000000000003,0.132,BLAGN,38.1,43.26,285056979557487,17.76,18.58,-0.8199999999999967
XWAS J033654.2+004015,X21252_113,54.226000000000006,0.6711111111111111,2.62,BLAGN,4.3,45.42,285056979567534,19.34,19.95,-0.6099999999999994
XWAS J033701.1+004312,X21252_121,54.254625000000004,0.7205833333333334,2.003,BLAGN,1.3,44.59,285056979569252,20.35,20.79,-0.4399999999999977
XWAS J033703.3+004315,X21252_289,54.264291666666665,0.7210555555555556,0.255,NELG,0.9,42.25,285056979569266,19.9,20.42,-0.5200000000000031
XWAS J033703.3-251456,X01123_169,54.263374999999996,-25.249111111111112,0.043,NELG,11.2,41.7,283545151061809,14.48,15.42,-0.9399999999999995
XWAS J033709.1+004614,X21252_302,54.28808333333334,0.7711388888888889,2.494,BLAGN,0.7,44.59,285056979571111,21.05,22.08,-1.0299999999999976
XWAS J033710.2+002354,X21252_009,54.29316666666667,0.39863888888888893,2.879,BLAGN,1.3,45.01,285056979556958,18.9,19.27,-0.370000000000001
XWAS J033711.5+004344,X21252_124,54.29858333333333,0.7288055555555556,1.915,BLAGN,1.0,44.45,285056979569553,20.39,20.53,-0.14000000000000057
XWAS J033715.6+004206,X21252_118,54.315083333333334,0.702111111111111,2.365,BLAGN,1.0,44.68,285056979568647,21.66,,
XWAS J033716.5+003124,X21252_055,54.31870833333333,0.5231944444444445,2.434,BLAGN,0.4,44.29,285056979561633,20.57,21.26,-0.6900000000000013
XWAS J033716.8+002336,X21252_145,54.31995833333333,0.39316666666666666,1.686,BLAGN,0.6,44.05,285056979556750,20.85,21.09,-0.23999999999999844
XWAS J033728.1-251829,X01123_152,54.36720833333333,-25.30827777777778,1.454,BLAGN,5.6,44.87,283545151059289,19.75,20.73,-0.9800000000000004
XWAS J033732.2+003003,X21252_173,54.38466666666667,0.5010833333333333,2.427,BLAGN,1.3,44.81,285056979560812,20.44,20.62,-0.17999999999999972
XWAS J033732.7+003644,X21252_247,54.386916666666664,0.6124166666666666,0.366,NELG,2.2,43.0,285056979565247,19.6,21.02,-1.4199999999999982
XWAS J033735.0-251805,X01123_153,54.396125000000005,-25.301055555555557,0.272,BLAGN,7.9,43.26,283545151059581,16.87,17.42,-0.5500000000000007
XWAS J033735.1-252952,X01123_038,54.396208333333334,-25.498250000000002,1.009,BLAGN,2.2,44.05,283545151051461,18.76,20.23,-1.4699999999999989
XWAS J033736.6-353336,X01952_023,54.40266666666667,-35.55997222222222,0.469,BLAGN,16.3,44.12,283012575175521,17.77,19.05,-1.2800000000000011
XWAS J033739.6-353418,X01952_021,54.41520833333333,-35.57183333333334,0.471,BLAGN,12.9,44.02,283012575174592,19.09,19.53,-0.4400000000000013
XWAS J033742.8-252209,X01123_104,54.42841666666667,-25.36936111111111,0.272,BLAGN,1.6,42.57,283545151056619,16.93,17.68,-0.75
XWAS J033753.2+001804,X02075_036,54.47175,0.3008888888888889,2.003,BLAGN,2.0,44.78,285056979553357,20.71,21.36,-0.6499999999999986
XWAS J033754.1+002934,X02075_115,54.475625,0.4930555555555556,2.003,BLAGN,3.4,45.01,285056979560533,19.86,19.77,0.08999999999999986
XWAS J033757.1+001719,X02075_032,54.487833333333334,0.2886944444444444,0.432,Gal,1.7,43.07,566531956325888,20.16,,
XWAS J033758.8-351947,X01952_076,54.49508333333333,-35.329638888888894,1.748,BLAGN,10.1,45.33,283012575193987,19.3,20.83,-1.5299999999999976
XWAS J033801.7-352411,X01952_065,54.50729166666667,-35.403527777777775,1.902,BLAGN,0.4,43.98,283012575187953,21.62,,
XWAS J033801.9+002719,X02075_089,54.50783333333333,0.4552777777777778,1.579,BLAGN,2.7,44.64,285056979559165,20.0,20.17,-0.1700000000000017
XWAS J033802.7-251327,X01123_178,54.511541666666666,-25.22433333333333,1.134,BLAGN,5.4,44.58,283545151062892,18.55,19.53,-0.9800000000000004
XWAS J033805.1-352238,X01952_070,54.521625,-35.377583333333334,0.19,NELG,1.4,42.16,283012575190170,18.57,19.62,-1.0500000000000007
XWAS J033807.2-251356,X01123_176,54.529875,-25.231749999999998,2.011,BLAGN,1.7,44.71,283545151062552,19.52,21.98,-2.460000000000001
XWAS J033808.6+001051,X02075_009,54.53691666666667,0.1804722222222222,1.72,BLAGN,1.6,44.52,285056979548643,20.89,21.01,-0.120000000000001
XWAS J033810.0+001609,X02075_030,54.541625,0.26919444444444446,0.198,Gal,1.5,42.24,285056979552122,17.01,18.37,-1.3599999999999994
XWAS J033810.1+002324,X02075_061,54.54233333333333,0.39030555555555557,1.12,BLAGN,6.0,44.61,285056979556621,19.26,19.72,-0.4599999999999973
XWAS J033810.5+001854,X02075_042,54.544041666666665,0.31525,2.595,BLAGN,2.0,45.08,285056979553884,19.7,20.27,-0.5700000000000003
XWAS J033811.9-352701,X01952_047,54.549875,-35.45016666666667,0.52,BLAGN,2.4,43.4,283012575184094,19.37,21.57,-2.1999999999999993
XWAS J033812.6-351619,X01952_079,54.552499999999995,-35.272444444444446,2.527,BLAGN,1.7,44.98,283012575198448,19.68,20.66,-0.9800000000000004
XWAS J033812.8+001407,X02075_022,54.55370833333333,0.23566666666666666,0.363,NELG,2.0,42.95,285056979550820,19.74,20.82,-1.0800000000000018
XWAS J033816.3-251453,X01123_170,54.568,-25.247722222222222,0.285,NELG,1.7,42.65,283545151061875,18.08,19.65,-1.5700000000000003
XWAS J033817.1-351558,X01952_080,54.571416666666664,-35.26591666666667,1.08,BLAGN,2.2,44.13,283012575198956,20.44,21.82,-1.379999999999999
XWAS J033818.6+001154,X02075_014,54.577999999999996,0.19819444444444442,1.59,BLAGN,3.9,44.81,285056979549268,19.02,19.44,-0.4200000000000017
XWAS J033819.2-253309,X01123_023,54.57995833333334,-25.553,0.205,BLAGN,4.8,42.77,283545151049048,18.74,19.53,-0.7900000000000027
XWAS J033821.2+003105,X02075_128,54.589625,0.5185000000000001,1.351,BLAGN,0.7,43.87,285056979561430,19.73,20.16,-0.4299999999999997
XWAS J033823.4+003335,X02075_136,54.59804166666667,0.5599444444444445,1.26,BLAGN,1.5,44.14,285056979563013,20.59,20.99,-0.3999999999999986
XWAS J033825.1-353948,X01952_002,54.605041666666665,-35.66336111111111,0.207,BLAGN,4.2,42.73,283012575167696,18.14,19.61,-1.4699999999999989
XWAS J033827.4-252356,X01123_091,54.61458333333333,-25.399277777777776,0.077,BLAGN,12.9,42.29,283545151055428,16.84,18.03,-1.1900000000000013
XWAS J033827.9-252132,X01123_108,54.61654166666667,-25.359111111111112,1.186,BLAGN,5.7,44.65,283545151057086,19.12,19.74,-0.6199999999999974
XWAS J033828.2+001951,X02075_048,54.6175,0.33105555555555555,2.018,BLAGN,2.1,44.8,285056979554491,19.1,19.31,-0.2099999999999973
XWAS J033831.3-351421,X01952_083,54.63079166666667,-35.23875,0.135,BLAGN,11.0,42.74,283012575201181,16.32,17.31,-0.9899999999999984
XWAS J033836.0-252909,X01123_044,54.650416666666665,-25.486083333333333,0.386,BLAGN,31.0,44.2,283545151051947,18.56,19.19,-0.6300000000000026
XWAS J033838.9+003330,X02075_135,54.662375,0.5597777777777778,1.277,BLAGN,1.4,44.13,285056979563007,21.83,,
XWAS J033840.6-351819,X20239_152,54.67066666666666,-35.30430555555555,0.205,NELG,1.0,42.07,283012575195998,20.21,21.6,-1.3900000000000006
XWAS J033841.3-353134,X01952_025,54.6725,-35.52630555555555,0.36,BLAGN,19.6,43.94,283012575178117,19.51,20.93,-1.4199999999999982
XWAS J033842.6+002128,X02075_051,54.677499999999995,0.3579444444444444,2.233,BLAGN,4.5,45.26,285056979555442,20.3,20.97,-0.6699999999999982
XWAS J033843.5-353349,X01952_022,54.6815,-35.563694444444444,0.738,BLAGN,0.6,43.17,283012575175234,18.91,19.86,-0.9499999999999993
XWAS J033844.7+000828,X02075_004,54.68525,0.14116666666666666,1.605,BLAGN,1.5,44.41,285056979547109,20.79,21.32,-0.5300000000000011
XWAS J033845.6+002739,X02075_093,54.690083333333334,0.4614166666666667,0.463,NELG,2.6,43.32,566531956336296,21.31,,
XWAS J033846.0-352251,X20239_122,54.69170833333333,-35.381166666666665,0.112,NELG,2.2,41.86,283012575189851,17.58,18.95,-1.370000000000001
XWAS J033848.6-352834,X20239_050,54.70283333333334,-35.476333333333336,1.067,BLAGN,1.9,44.06,283012575182000,22.4,,
XWAS J033851.6-352005,X20239_141,54.71541666666666,-35.334722222222226,0.492,NELG,1.7,43.18,283012575193560,19.87,22.2,-2.3299999999999983
XWAS J033852.8+001905,X02075_045,54.72045833333333,0.3179444444444444,0.46,BLAGN,0.4,42.53,285056979553974,19.35,19.74,-0.389999999999997
XWAS J033900.8+001952,X02075_047,54.75383333333333,0.3308055555555555,0.425,NELG,0.5,42.49,285056979554482,19.84,21.81,-1.9699999999999989
XWAS J033904.8+002901,X02075_107,54.770291666666665,0.4842222222222222,0.765,BLAGN,5.3,44.15,285056979560258,20.67,21.9,-1.2299999999999969
XWAS J033905.6-351551,X20239_165,54.77345833333333,-35.26422222222222,2.79,BLAGN,1.4,45.02,283012575199103,20.53,21.04,-0.509999999999998
XWAS J033907.3-352518,X20239_095,54.779624999999996,-35.42188888888889,0.245,Gal,0.3,41.75,564487551811203,17.48,,
XWAS J033908.2+002923,X02075_112,54.78445833333333,0.49025,1.484,BLAGN,8.4,45.06,285056979560440,20.08,21.06,-0.9800000000000004
XWAS J033910.3+002916,X02075_111,54.793708333333335,0.48794444444444446,0.536,BLAGN,3.8,43.63,285056979560380,20.01,20.71,-0.6999999999999993
XWAS J033913.4+002410,X02075_066,54.80629166666667,0.403,1.547,BLAGN,2.1,44.52,566531956332777,20.74,,
XWAS J033914.8-351548,X20239_166,54.811375,-35.2635,0.062,NELG,0.5,40.72,283012575199156,16.47,17.63,-1.1600000000000001
XWAS J033919.6-351148,X20239_178,54.82925,-35.195722222222216,0.35,NELG,0.8,42.49,283012575204832,20.39,22.06,-1.6699999999999982
XWAS J033920.2-352921,X01952_031,54.834291666666665,-35.48930555555555,0.243,BLAGN,9.8,43.25,283012575180983,19.23,20.67,-1.4400000000000013
XWAS J033927.0-351855,X20239_151,54.862874999999995,-35.31527777777777,0.336,NELG,4.3,43.2,283012575195163,18.76,20.61,-1.8499999999999979
XWAS J033938.8-352509,X20239_097,54.912375,-35.42077777777777,0.046,NELG,0.1,39.83,283012575186462,16.57,16.07,0.5
XWAS J033940.2-353040,X20239_041,54.91779166666666,-35.51127777777778,0.454,NELG,1.1,42.93,283012575179284,20.12,22.29,-2.169999999999998
XWAS J033941.9-353900,X20239_001,54.924625,-35.65108333333333,1.999,BLAGN,0.8,44.37,283012575168628,20.3,21.42,-1.120000000000001
XWAS J033942.8-352409,X20239_110,54.92879166666667,-35.402833333333334,1.042,BLAGN,9.2,44.72,283012575188008,18.72,19.86,-1.1400000000000006
XWAS J033950.5-352536,X20239_089,54.96066666666667,-35.427055555555555,1.11,BLAGN,1.2,43.9,283012575185958,20.56,21.76,-1.2000000000000028
XWAS J033953.5-351718,X20239_156,54.9725,-35.288555555555554,1.706,BLAGN,1.1,44.32,283012575197215,22.17,,
XWAS J034007.5-352939,X20239_043,55.032083333333325,-35.493805555555554,1.946,BLAGN,0.5,44.17,283012575180625,21.4,,
XWAS J034007.8-353155,X20239_031,55.034,-35.53216666666667,0.576,NELG,0.6,42.91,283012575177674,22.07,,
XWAS J034015.4-352849,X20239_048,55.06429166666666,-35.480555555555554,1.739,BLAGN,5.3,45.04,283012575181683,18.74,19.0,-0.26000000000000156
XWAS J034019.9-351602,X20239_163,55.082875,-35.26705555555556,0.871,BLAGN,5.2,44.28,283012575198869,19.85,21.28,-1.4299999999999997
XWAS J034023.0-351607,X20239_161,55.09591666666667,-35.26877777777778,1.372,BLAGN,4.2,44.68,283012575198742,18.42,19.36,-0.9399999999999977
XWAS J034025.8-352849,X20239_049,55.10783333333333,-35.480611111111116,2.953,BLAGN,1.1,44.98,283012575181678,20.97,,
XWAS J034032.2-353319,X20239_026,55.13466666666667,-35.555305555555556,0.844,BLAGN,6.2,44.32,283012575175878,19.9,20.71,-0.8100000000000023
XWAS J034032.8-352034,X20239_138,55.136541666666666,-35.34236111111111,2.087,BLAGN,0.8,44.41,283012575192951,20.25,21.99,-1.7399999999999984
XWAS J034042.6-352426,X20239_107,55.17766666666666,-35.40705555555555,2.067,BLAGN,1.2,44.58,283012575187670,20.05,21.54,-1.4899999999999984
XWAS J034046.0-352115,X20239_132,55.19174999999999,-35.354055555555554,0.159,NELG,1.0,41.86,283012575192021,18.31,20.0,-1.6900000000000013
XWAS J034050.4-352620,X20239_078,55.21041666666667,-35.439416666666666,1.366,BLAGN,2.6,44.46,283012575184967,20.47,21.92,-1.4500000000000028
XWAS J035346.9+000431,X21261_00044,58.44541666666667,0.07522222222222222,0.513,BLAGN,0.8,42.91,285061274508283,20.74,22.08,-1.3399999999999999
XWAS J035648.9+012132,X00750_00107,59.20370833333334,1.3593055555555555,0.587,NELG,6.9,43.98,285061274550159,20.78,21.26,-0.4800000000000004
XWAS J035718.3+005720,X00750_00002,59.3275,0.9564722222222222,0.298,NELG,0.1,41.59,285061274537156,19.69,21.03,-1.3399999999999999
XWAS J040658.9-712459,X00416_017,61.745166666666655,-71.41661111111112,0.181,NELG,1.4,42.11,281711200457038,17.71,20.51,-2.8000000000000007
