Name,ObsID,RA_deg,Dec_deg,z,Class,Flux_0p5_4p5,Log_Lx,SCID,Bmag,Rmag,BR_color
XWAS J221605.0-174806,X00851_00218,334.0203333333333,-17.801750000000002,0.051,NELG,0.2,40.14,284056252430123,15.46,16.27,-0.8099999999999987
XWAS J221605.1-174942,X00851_00345,334.0212916666666,-17.828583333333334,1.22,BLAGN,0.3,43.38,284056252427963,17.75,19.53,-1.7800000000000011
XWAS J221609.4-174640,X00851_00370,334.03925000000004,-17.778194444444445,1.432,BLAGN,1.6,44.32,284056252431938,18.87,19.9,-1.0299999999999976
XWAS J221617.0-175139,X00851_00205,334.071125,-17.861333333333334,2.608,BLAGN,0.7,44.6,284056252425452,20.27,20.68,-0.41000000000000014
XWAS J221617.3-164721,X30335_00024,334.07237499999997,-16.78875,1.1,BLAGN,2.1,44.14,284369784718912,19.83,20.78,-0.9500000000000028
XWAS J221623.5-174316,X00851_00108,334.09795833333334,-17.72122222222222,0.751,BLAGN,6.9,44.24,284060547319374,20.23,22.63,-2.3999999999999986
XWAS J221626.1-174812,X00851_00217,334.10925,-17.803583333333336,1.43,BLAGN,2.2,44.45,284060547314186,19.71,20.65,-0.9399999999999977
XWAS J221639.6-174428,X00851_00101,334.165125,-17.741305555555556,0.741,BLAGN,4.1,44.0,284060547318160,19.83,21.08,-1.25
XWAS J221654.2-163727,X30335_00013,334.226875,-16.624305555555555,1.921,BLAGN,1.1,44.46,284369784728071,20.4,20.75,-0.3500000000000014
XWAS J221658.1-163145,X30335_00001,334.2427916666667,-16.529138888888887,0.281,Gal,4.4,43.04,284369784732867,18.14,20.35,-2.210000000000001
XWAS J221658.1-163837,X30335_00008,334.2425,-16.643333333333334,0.225,NELG,13.1,43.3,284369784727063,18.58,19.42,-0.8400000000000034
XWAS J221733.8-164217,X30335_00003,334.3912083333334,-16.705055555555553,1.317,BLAGN,3.0,44.49,284369784723630,20.18,22.36,-2.1799999999999997
XWAS J221734.2-163539,X30335_00019,334.3930833333334,-16.59413888888889,2.489,BLAGN,3.5,45.27,284369784729672,20.27,19.69,0.5799999999999983
XWAS J225054.6-174842,X02418_00090,342.7265,-17.812,1.942,BLAGN,0.2,43.73,284064842262453,19.7,20.31,-0.6099999999999994
XWAS J225107.7-175422,X02418_00056,342.781625,-17.90511111111111,1.721,BLAGN,0.9,44.27,284064842257448,21.05,,
XWAS J225110.3-180028,X02418_00019,342.79295833333333,-18.007555555555555,2.318,BLAGN,3.0,45.13,284064842252015,21.44,,
XWAS J225110.8-180248,X02418_00010,342.79550000000006,-18.047027777777778,1.999,BLAGN,1.1,44.54,284064842250077,21.44,,
XWAS J225115.5-175356,X02418_00059,342.8145,-17.899055555555556,0.251,NELG,3.6,42.84,284064842257773,18.63,20.5,-1.870000000000001
XWAS J225117.1-174652,X02418_00098,342.82137500000005,-17.781,1.535,BLAGN,0.9,44.14,284064842264096,20.41,21.57,-1.1600000000000001
XWAS J225118.0-175948,X02418_00025,342.825125,-17.996944444444445,0.172,BLAGN,26.5,43.35,284064842252588,18.23,19.48,-1.25
XWAS J225123.1-174828,X02418_00091,342.84654166666667,-17.80788888888889,1.683,BLAGN,0.6,44.05,284064842262691,21.6,,
XWAS J225124.4-174337,X02418_00116,342.851375,-17.72711111111111,1.105,BLAGN,1.7,44.05,284064842266926,18.66,20.26,-1.6000000000000014
XWAS J225134.6-175902,X02418_00027,342.8944583333334,-17.98438888888889,0.933,BLAGN,1.6,43.84,284064842253227,22.5,,
XWAS J225135.5-174925,X02418_00086,342.89837500000004,-17.82386111111111,0.875,BLAGN,1.6,43.76,284064842261802,20.41,22.32,-1.9100000000000001
XWAS J225140.8-175833,X02418_00033,342.919375,-17.976,1.741,BLAGN,0.6,44.07,284064842253686,21.33,,
XWAS J225141.7-180008,X02418_00022,342.923625,-18.00236111111111,2.143,BLAGN,0.5,44.25,284064842252275,21.66,,
XWAS J225142.5-174737,X02418_00095,342.92808333333335,-17.792805555555557,0.301,Gal,0.3,41.89,284064842263506,18.22,20.73,-2.5100000000000016
XWAS J225156.8-180312,X02418_00009,342.987125,-18.053250000000002,0.204,NELG,0.6,41.83,284064842249743,18.43,19.82,-1.3900000000000006
XWAS J225201.4-175347,X02418_00062,343.005375,-17.89725,0.479,NELG,0.2,42.13,284064842257854,19.44,22.33,-2.889999999999997
XWAS J225204.7-180337,X02418_00007,343.02104166666663,-18.059444444444445,1.794,BLAGN,0.6,44.11,284064842249408,19.87,20.94,-1.0700000000000003
XWAS J225207.1-174348,X02418_00113,343.0300416666667,-17.730166666666666,2.297,BLAGN,1.7,44.88,284064842266770,19.97,21.31,-1.3399999999999999
XWAS J225208.9-174122,X02418_00126,343.037875,-17.689166666666665,1.222,BLAGN,2.9,44.39,284064842269120,19.52,22.09,-2.5700000000000003
XWAS J225211.6-174437,X02418_00111,343.0486666666667,-17.743916666666667,0.95,BLAGN,3.5,44.19,284064842266021,18.38,19.72,-1.3399999999999999
XWAS J225219.4-174215,X02418_00121,343.08166666666665,-17.704444444444444,1.923,BLAGN,2.1,44.76,284064842268233,18.97,20.54,-1.5700000000000003
XWAS J225219.6-174642,X02418_00099,343.082,-17.778166666666667,0.259,Gal,0.2,41.71,284064842264240,18.52,20.2,-1.6799999999999997
XWAS J225222.9-180133,X02418_00014,343.09504166666665,-18.026027777777777,2.213,BLAGN,0.5,44.31,284064842251143,20.08,22.04,-1.9600000000000009
XWAS J225228.1-174916,X02418_00088,343.1175,-17.821305555555554,0.132,NELG,6.0,42.46,284064842261952,18.18,19.43,-1.25
XWAS J225231.6-174632,X02418_00101,343.13175,-17.77563888888889,0.069,NELG,1.9,41.37,284064842264360,17.47,18.57,-1.1000000000000014
XWAS J225233.6-180006,X02418_00023,343.1405,-18.001694444444446,1.736,BLAGN,1.5,44.5,284064842252313,20.45,21.89,-1.4400000000000013
XWAS J225306.9-172726,X01032_00017,343.27866666666665,-17.458055555555553,0.121,NELG,7.5,42.47,284064842281635,19.14,20.38,-1.2399999999999984
XWAS J225311.1-173907,X01032_00005,343.2970833333333,-17.651333333333334,2.336,BLAGN,2.2,44.99,284064842271155,20.53,,
XWAS J225320.4-174227,X01954_00029,343.3360833333333,-17.70786111111111,2.373,BLAGN,2.4,45.05,284064842268005,21.9,,
XWAS J225327.1-172352,X01032_00019,343.3641666666666,-17.397416666666665,0.99,BLAGN,1.6,43.89,284064842284896,19.75,20.29,-0.5399999999999991
XWAS J225328.1-172612,X01954_00111,343.366625,-17.437944444444444,1.294,BLAGN,2.7,44.42,284064842282685,19.83,21.08,-1.25
XWAS J225334.3-173318,X01954_00080,343.3931666666667,-17.55516666666667,0.065,NELG,5.5,41.77,284064842276460,17.4,18.54,-1.1400000000000006
XWAS J225345.2-173854,X01954_00051,343.438875,-17.649722222222223,2.708,BLAGN,0.6,44.6,284064842271230,19.89,21.34,-1.4499999999999993
XWAS J225423.8-174737,X01954_00002,343.599625,-17.794027777777778,0.363,NELG,2.3,43.01,284064842263441,19.83,21.76,-1.9300000000000033
XWAS J225430.7-173043,X01032_00015,343.6286666666666,-17.51086111111111,0.25,Gal,1.4,42.43,284064842278820,17.89,20.1,-2.210000000000001
XWAS J225443.2-173701,X01954_00058,343.68025,-17.616972222222223,2.252,BLAGN,1.2,44.68,284064842273085,20.13,21.38,-1.25
XWAS J225453.4-173201,X01954_00088,343.72366666666665,-17.532916666666665,1.369,BLAGN,4.2,44.68,284064842277703,17.59,18.7,-1.1099999999999994
XWAS J225454.5-172701,X01954_00106,343.72779166666663,-17.450777777777777,0.303,NELG,2.4,42.86,284064842282026,18.85,19.8,-0.9499999999999993
XWAS J225455.8-173308,X01954_00081,343.73254166666663,-17.552027777777777,3.921,BLAGN,1.9,45.53,284064842276646,19.14,21.21,-2.0700000000000003
XWAS J230246.0+084523,X00947_00006,345.692,8.756305555555555,1.939,BLAGN,7.1,45.29,1692062495879901,18.63,19.09,-0.46000000000000085
XWAS J231320.9-423355,X21485_152,348.33729166666666,-42.56533333333333,1.972,BLAGN,5.0,45.16,282724812580280,17.83,18.8,-0.9700000000000024
XWAS J231342.5-423209,X21485_159,348.4272083333333,-42.535916666666665,0.975,BLAGN,14.4,44.84,282724812582454,18.9,19.54,-0.6400000000000006
XWAS J231357.5-423145,X21485_161,348.49016666666665,-42.528999999999996,0.099,Gal,0.5,41.1,282724812582972,16.14,17.45,-1.3099999999999987
XWAS J231416.7-424153,X21485_099,348.5699166666667,-42.69830555555555,1.313,BLAGN,2.1,44.34,282724812570309,18.78,19.22,-0.4399999999999977
XWAS J231421.7-424559,X21485_060,348.5902916666667,-42.76661111111111,0.068,NELG,0.8,40.98,282724812565149,15.3,16.56,-1.259999999999998
XWAS J231422.1-424827,X21485_048,348.59220833333336,-42.80755555555555,0.161,NELG,0.6,41.66,282724812562155,19.09,20.06,-0.9699999999999989
XWAS J231425.6-424047,X21485_108,348.60650000000004,-42.67969444444444,0.056,Gal,0.1,40.0,282724812571598,15.81,17.28,-1.4700000000000006
XWAS J231426.1-424716,X21485_054,348.60875,-42.787749999999996,1.987,BLAGN,4.1,45.09,282724812563586,19.56,20.02,-0.46000000000000085
XWAS J231431.9-423300,X21485_156,348.63329166666665,-42.55011111111111,0.409,NELG,21.1,44.1,282724812581438,19.42,20.4,-0.9799999999999969
XWAS J231432.9-424725,X21485_053,348.6372083333333,-42.79066666666667,0.206,Gal,1.0,42.08,282724812563372,18.71,20.58,-1.8699999999999974
XWAS J231439.2-424244,X21485_090,348.66358333333335,-42.71219444444445,1.315,BLAGN,2.1,44.33,282965330363837,20.98,,
XWAS J231456.1-424057,X21485_107,348.734125,-42.68347222222222,0.253,Gal,0.4,41.9,282965330365372,17.61,19.78,-2.1700000000000017
XWAS J231457.7-423722,X21485_133,348.74133333333333,-42.62294444444444,0.274,NELG,0.6,42.14,282724812575707,19.55,20.74,-1.1899999999999977
XWAS J231502.4-423913,X21485_120,348.75958333333335,-42.65347222222222,2.483,BLAGN,2.2,45.08,282724812573514,20.48,21.54,-1.0599999999999987
XWAS J231503.5-424133,X21485_103,348.7649583333333,-42.69252777777778,0.476,BLAGN,7.5,43.8,282965330364871,19.32,21.17,-1.8500000000000014
XWAS J231521.0-424151,X02820_012,348.83633333333336,-42.69752777777777,2.259,BLAGN,1.6,44.83,282724812570371,19.68,20.05,-0.370000000000001
XWAS J231523.8-423010,X02820_041,348.8498333333333,-42.501777777777775,2.855,BLAGN,2.4,45.27,282724812584957,21.83,,
XWAS J231601.7-424039,X02820_018,349.0069583333333,-42.677277777777775,0.382,BLAGN,10.7,43.73,282724812571776,19.21,20.1,-0.8900000000000006
XWAS J231635.7-424452,X02820_005,349.1488333333333,-42.74780555555556,1.059,BLAGN,2.9,44.23,282724812566561,19.63,20.06,-0.4299999999999997
XWAS J231656.9-424432,X02820_007,349.23704166666664,-42.74213888888889,0.149,Gal,3.8,42.37,282724812566987,17.63,19.04,-1.4100000000000001
XWAS J231658.6-423852,X02820_020,349.2444583333333,-42.647888888888886,0.152,BLAGN,6.3,42.6,282724812573932,17.33,18.39,-1.0600000000000023
XWAS J231709.7-423721,X02820_025,349.29050000000007,-42.62266666666667,1.51,BLAGN,4.4,44.8,282724812575724,19.12,20.5,-1.379999999999999
XWAS J231753.1-422202,X00957_053,349.4716666666667,-42.36719444444444,2.431,BLAGN,1.6,44.9,282724812594782,20.25,20.72,-0.46999999999999886
XWAS J231756.3-421333,X00957_101,349.48500000000007,-42.226194444444445,0.056,Gal,4.6,41.56,282724812605205,14.67,15.95,-1.2799999999999994
XWAS J231801.2-421108,X00957_114,349.50491666666665,-42.18575,1.943,BLAGN,1.8,44.7,282724812608179,19.23,19.99,-0.759999999999998
XWAS J231813.1-421134,X00957_113,349.55475,-42.193,0.131,Gal,7.7,42.55,282724812607666,16.45,17.91,-1.4600000000000009
XWAS J231814.3-421826,X00957_073,349.56033333333335,-42.30694444444444,0.21,NELG,0.3,41.62,282724812599196,18.14,19.17,-1.0300000000000011
XWAS J231842.8-423149,X00957_014,349.67858333333334,-42.53052777777778,0.926,BLAGN,11.2,44.67,282724812582847,18.57,19.19,-0.620000000000001
XWAS J231854.6-422244,X00957_050,349.7275416666667,-42.37913888888889,2.779,BLAGN,0.7,44.69,282724812593870,20.78,21.66,-0.879999999999999
XWAS J235932.0-251427,X21207_024,359.88366666666667,-25.241472222222225,0.85,BLAGN,3.4,44.06,283502201400851,20.07,20.9,-0.8299999999999983
XWAS J235933.3-250757,X21207_052,359.8888333333333,-25.132444444444445,0.738,BLAGN,2.1,43.71,283502201406287,21.66,21.61,0.05000000000000071
XWAS J235939.8-250056,X21207_093,359.9157916666667,-25.015805555555556,0.935,BLAGN,2.8,44.09,283502201412151,19.83,21.58,-1.75
XWAS J235957.1-250542,X21207_064,359.98829166666667,-25.095499999999998,0.904,NELG,1.5,43.76,283502201408240,20.78,22.15,-1.3699999999999974
